Orthant 1, Orthant 2, Distance, Iterations, Tree 1, Tree 2, Message
0,52,1.8257418583505536,5,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666666,A7:1);","(((A4:2,A5:2):3,((A1:1,A6:1):0,A2:2):1):0,A3:1,A7:1);",null
0,66,1.8257418583505536,6,"(((A4:2,A5:2):3,A3:2):0.6666666666,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","(((A4:2,A5:2):3,((A1:1,A2:2):0,A6:1):1):0,A3:1,A7:1);",null
0,68,1.8257418583505536,5,"(((A4:2,A5:2):3,A3:2):0.6666666666,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","(((A4:2,A5:2):3,((A2:2,A6:1):0,A1:1):1):0,A3:1,A7:1);",null
0,80,1.8257418583505536,4,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","((A4:2,A5:2):3,(((A2:2,A6:1):0,A1:1):1,A3:1):0,A7:1);",null
0,4,1.8257418583505538,5,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A1:1,A6:1):0,A2:2):1,A7:1);",null
0,23,1.8257418583505538,6,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A1:1,A2:2):0,A6:1):1,A7:1);",null
0,27,1.8257418583505538,7,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A2:2,A6:1):0,A1:1):1,A7:1);",null
0,58,1.8257418583505538,5,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666666,A6:1):1.6666666667,A7:1);","((A4:2,A5:2):3,(((A1:1,A6:1):0,A2:2):1,A3:1):0,A7:1);",null
0,76,1.8257418583505538,6,"(((A4:2,A5:2):3,A3:2):0.6666666667,((A1:2,A2:2):0.6666666667,A6:1):1.6666666667,A7:1);","((A4:2,A5:2):3,(((A1:1,A2:2):0,A6:1):1,A3:1):0,A7:1);",null
1,4,1.8708286933869707,6,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A1:1,A6:1):0,A2:2):1,A7:1);",null
1,23,1.8708286933869707,4,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A1:1,A2:2):0,A6:1):1,A7:1);",null
1,27,1.8708286933869707,4,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","(((A4:2,A5:2):3,A3:1):0,((A2:2,A6:1):0,A1:1):1,A7:1);",null
1,52,1.8708286933869707,4,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","(((A4:2,A5:2):3,((A1:1,A6:1):0,A2:2):1):0,A3:1,A7:1);",null
1,58,1.8708286933869707,4,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","((A4:2,A5:2):3,(((A1:1,A6:1):0,A2:2):1,A3:1):0,A7:1);",null
1,66,1.8708286933869707,4,"(((A4:2,A5:2):3,A3:2):1,((A1:1.5,A6:1):0.5,A2:2):2,A7:1);","(((A4:2,A5:2):3,((A1:1,A2:2):0,A6:1):1):0,A3:1,A7:1);",null
