Orthant 1, Orthant 2, Distance, Iterations, Tree 1, Tree 2, Message
181,175,8.689073598491383,4,"((((A1:1,A8:2):2,A2:4):1,(((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
68,175,8.770949394691417,4,"((((A1:1,A8:2):2,A2:4):1,(((A6:3,A7:3):2,(A4:1,A5:1):3):1,A0:2):1):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
180,175,8.774964387392123,4,"((((A1:1,A8:2):2,A2:4):1,(((A6:3,A7:3):0.5,A0:2):1.5,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
175,175,8.803408430829505,3,"((((A1:1,A8:2):2,A2:4):1,A3:1):1,(((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):1,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
181,174,8.803408430829505,3,"((((A1:1,A8:2):2,A2:4):1,(((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((((A1:0.5,A8:2):1.5,A2:1):5,A4:1):1,A5:1):2):1,A7:5):3,A3:1,A9:1);",null
182,175,8.803408430829505,5,"((((A1:1,A8:2):2,A2:4):1,(((A0:2,A7:3):0,A6:3):2,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
181,173,8.831760866327848,4,"((((A1:1,A8:2):2,A2:4):1,(((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:2,A2:1):1,A8:2):4):3):1,A7:5):3,A3:1,A9:1);",null
22,174,8.848417639199868,3,"((((A1:1,A8:2):2,A2:4):1,((A6:3,A7:3):2,((A4:1,A5:1):1.5,A0:2):1.5):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((((A1:0.5,A8:2):1.5,A2:1):5,A4:1):1.5,A5:1):1.5):1,A7:5):3,A3:1,A9:1);",null
174,175,8.888194417315589,3,"((((A1:1,A8:2):2,A2:4):1,A3:1):1,(((A6:3,A7:3):0.5,A0:2):1.5,(A4:1,A5:1):3):1,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
180,174,8.888194417315589,3,"((((A1:1,A8:2):2,A2:4):1,(((A6:3,A7:3):0.5,A0:2):1.5,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((((A1:0.5,A8:2):1.5,A2:1):5,A4:1):1,A5:1):2):1,A7:5):3,A3:1,A9:1);",null
181,189,8.888194417315589,3,"((((A1:1,A8:2):2,A2:4):1,(((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((((A1:0.5,A8:2):1.5,A2:1):4.4999999999,A5:1):0.5000000001,A4:1):3):1,A7:5):3,A3:1,A9:1);",null
68,173,8.912325918874249,4,"((((A1:1,A8:2):2,A2:4):1,(((A6:3,A7:3):2,(A4:1,A5:1):3):1,A0:2):1):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:2,A2:1):1,A8:2):4):3):1,A7:5):3,A3:1,A9:1);",null
176,175,8.916277250063503,4,"((((A1:1,A8:2):2,A2:4):1,A3:1):1,(((A0:2,A7:3):0,A6:3):2,(A4:1,A5:1):3):1,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
178,175,8.916277250063503,4,"(((A1:1,A8:2):2,A2:4):1,((((A0:2,A6:2):1,A7:3):2,(A4:1,A5:1):3):2,A3:1):0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:0.5,A8:2):1.5,A2:1):5):3):1,A7:5):3,A3:1,A9:1);",null
180,173,8.916277250063503,4,"((((A1:1,A8:2):2,A2:4):1,(((A6:3,A7:3):0.5,A0:2):1.5,(A4:1,A5:1):3):2):1,A3:0,A9:1);","((((A0:2,A6:3):2,((A4:0,A5:1):1,((A1:2,A2:1):1,A8:2):4):3):1,A7:5):3,A3:1,A9:1);",null
