Orthant 1, Orthant 2, Distance, Iterations, Tree 1, Tree 2, Message
3,0,10.870142593360953,3,"((((A:6,B:5):1,D:3.6):0,E:5):0,C:3,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
4,0,10.870142593360953,2,"(((A:6,B:5):1,D:3.6):0,C:3,E:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
18,0,10.870142593360953,2,"((C:3,D:3.6):0,(A:6,B:5):1,E:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
21,0,10.870142593360953,3,"(((A:6,B:5):1,D:3.6):0,(C:3,E:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
22,0,10.870142593360953,3,"(((C:3,E:5):0,(A:6,B:5):1):0,D:3.6,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
23,0,10.870142593360953,3,"((((A:6,B:5):1,C:3):0,E:5):0,D:3.6,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
24,0,10.870142593360953,2,"(((A:6,B:5):1,C:3):0,D:3.6,E:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
10,0,10.976461943104743,9,"((C:3,D:3.6):0.5000000001,((B:4.7987084245,E:5):0.2012915755,A:6):0.4999999999,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
7,0,10.991588596786396,2,"((C:3,D:3.6):0.5,((A:5.8683317683,E:5):0.1316682317,B:5):0.5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
13,0,11.05260150371848,5,"(((C:3,D:3.6):1,B:5):0,(A:6,E:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
14,0,11.05260150371848,3,"(((A:6,E:5):0,(C:3,D:3.6):1):0,B:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
15,0,11.05260150371848,3,"((((C:3,D:3.6):1,A:6):0,E:5):0,B:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
16,0,11.05260150371848,2,"(((C:3,D:3.6):1,A:6):0,B:5,E:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
32,0,11.05260150371848,2,"(((C:3,D:3.6):1,B:5):0,A:6,E:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
34,0,11.05260150371848,5,"(((C:3,D:3.6):1,A:6):0,(B:5,E:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
11,0,11.240056743022599,3,"((((B:4.7312232269,E:5):0.2687767731,A:6):1,D:3.6):0,C:3,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
12,0,11.2400567430226,3,"((((B:4.7312232268,E:5):0.2687767732,A:6):1,C:3):0,D:3.6,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
8,0,11.259806384978416,3,"((((A:5.8236752991,E:5):0.1763247009,B:5):1,D:3.6):0,C:3,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
9,0,11.259806384978416,3,"((((A:5.8236752995,E:5):0.1763247005,B:5):1,C:3):0,D:3.6,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
