Orthant 1, Orthant 2, Distance, Iterations, Tree 1, Tree 2, Message
27,0,7.340299721401027,2,"((((D:0.2999999999,E:5):3.3000000001,C:3):1,B:5):3.5,A:2.5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
25,0,8.698275691193054,3,"((((C:3,D:3.6):0,E:5):1,B:5):3.5,A:2.5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
26,0,8.698275691193054,3,"((((C:3,E:5):0,D:3.6):1,B:5):3.5,A:2.5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
20,0,8.853247991556545,3,"(((D:0.3000000001,E:5):3.2999999999,C:3):1,(A:6,B:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
30,0,8.853247991556545,3,"((((D:0.3,E:5):3.3,C:3):1,A:6):0,B:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
5,0,9.817331613019904,3,"(((D:0.3,E:5):3.3,(A:6,B:5):1):0,C:3,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
6,0,9.817331613019904,3,"(((A:6,B:5):1,C:3):0,(D:0.3000000002,E:5):3.2999999998,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
31,0,9.88230742286436,3,"((((C:3,D:3.6):1,B:5):0,E:5):3.4999999999,A:2.5000000001,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
33,0,9.88230742286436,3,"(((B:5,E:5):0,(C:3,D:3.6):1):3.5,A:2.5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
17,0,10.007996802557443,3,"(((C:3,D:3.6):0,E:5):1,(A:6,B:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
19,0,10.007996802557443,3,"(((C:3,E:5):0,D:3.6):1,(A:6,B:5):0,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
28,0,10.007996802557443,3,"((((C:3,D:3.6):0,E:5):1,A:6):0,B:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
29,0,10.007996802557443,3,"((((C:3,E:5):0,D:3.6):1,A:6):0,B:5,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
0,0,10.86739850825849,2,"((C:3,D:3.6):0.0997076248,((A:6,B:5):0.8005847503,E:5):0.0997076248,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
1,0,10.870142593360953,3,"((((A:6,B:5):1,E:5):0,D:3.6):0,C:3,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
2,0,10.870142593360953,3,"((((A:6,B:5):1,E:5):0,C:3):0,D:3.6,F:4);","((((D:4,E:5):7,C:5):4,B:2):5,A:4,F:4);",null
